url
https://www.amazon.com.br/Processador-AMD-Ryzen-5600GT-Threads/dp/B0CQ4DTJYX/ref=sr_1_1_sspa?crid=9WILYG3AHWE5&dib=eyJ2IjoiMSJ9.8VTen92DYVhTlPyfp7O0-jsVEYbt3PTaJFcT0HWn_PIj0dbs5gHGaBElfnjdbJVWUsYFOgQgF-k6pNq8d9b5nO_q473diIchx6PpHATB219j_7yAB1pnUWnh9B9FcZOnbzyQUTrEnU0KWfD-TdiAbBCzDhrUtxD8d46C3BgbES4RR5TFxXvIIBxkWs2FYZrq3PjmlEJ3I9KDFm6DlYuMlSIb6Nihytwg7T0cDT0_ln1WR7GNrgQ-220KRkSGn-GPHonIs-3gqzTLtfUR25WfFh0PW2xEAq7xPNQn5wAXjUI.uFbSGIvUXKjKNYELoVJDFltkEh_xzpYVLmBvYUAFkRk&dib_tag=se&keywords=ryzen+7+5700x&qid=1762880362&sprefix=ryzen+%2Caps%2C266&sr=8-1-spons&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1
https://produto.mercadolivre.com.br/MLB-3972494245-camiseta-nike-dry-fit-academy-masculina-_JM?searchVariation=182870992300#is_advertising=true&searchVariation=182870992300&backend_model=search-backend&override_free-shipping=true&position=1&search_layout=grid&type=pad&tracking_id=24ae54ff-f520-4ac1-a27f-a8f4b9c1b6fe&ad_domain=VQCATCORE_LST&ad_position=1&ad_click_id=NDY5ZTUzM2ItYzdlZi00NjhiLWFmMWQtY2ExYmNmZjM3ZWFh
https://www.mercadolivre.com.br/garrafa-inox-750ml-gelada-cor-preto/p/MLB25952352#polycard_client=search-nordic&search_layout=grid&position=9&type=product&tracking_id=a8122c5d-521e-4548-8530-3c94616ea4af&wid=MLB4414560198&sid=search
https://www.amazon.com.br/Chamadas-Grava%C3%A7%C3%B5es-Widescreen-Logitech-Equipamentos/dp/B003PAOAWG/ref=sr_1_6?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=3MJR9YYY2A63&dib=eyJ2IjoiMSJ9.YVsCA7xRGOpCnf1nMUkGWMgLb5qMvPuf9AbeJfnaoKaHoITQI7pEF6928lDFhgZ1WYjQnruxtInLdsyFYRPxykMq2bbkjdhB0MNTMTPga_KCoHTH_aOVnUZy0Wqr3sn8ZXGZ0qNPVzRZdZjSQH6R9UuvZEy3QxKNjLdn1m1E6GAOfWpr7x-b4i43eHBw-XPR25dIRDpP7wK5WkgHnoGE4U_162zgx_7l_EDZjUlokgKXPD6qJ-sQlIP-1zuB1v05eG5wheTSCETzZ1ulWFDFATJFRjnEl2rKwrH16fbNzRY.ehd2ZjLsNXjzsY93kKfFAZSq4MW7YkHUMAC1MjUWA7U&dib_tag=se&keywords=webcam&qid=1762880396&sprefix=webcam+%2Caps%2C273&sr=8-6&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74
